page_url,image_url,tvshow_title,description,genre,year,director,actors,rating
https://www.tvmaze.com/shows/38/z-nation,https://static.tvmaze.com/uploads/images/original_untouched/170/426759.jpg,Z Nation,"Z Nation starts three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood. Although the antibodies he carries are the world's last, best hope for a vaccine, he hides a dark secret that threatens them all. With humankind's survival at stake, the ragtag band embarks on a journey of survival across three thousand miles of rusted-out post-apocalyptic America.",Action; Horror; Science-Fiction,2014,,"Nat Zang, Russell Hodgkinson, Kellita Smith, Keith Allan, Anastasia Baranova",7.2
https://www.tvmaze.com/shows/44/scorpion,https://static.tvmaze.com/uploads/images/original_untouched/128/322484.jpg,Scorpion,"Scorpion, inspired by a true story, is a high-octane drama about eccentric genius Walter O'Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security's new think tank, O'Brien's ""Scorpion"" team includes Toby Curtis an expert behaviorist who can read anyone; Happy Quinn, a mechanical prodigy; and Sylvester Dodd, a statistics guru. Pooling their extensive technological knowledge to solve mind-boggling predicaments amazes federal agent Cabe Gallo, who shares a harrowing history with O'Brien. However, while this socially awkward group is comfortable with each other's humor and quirks, life outside their circle confounds them, so they rely on Paige Dineen, who has a young, gifted son, to translate the world for them. At last, these nerdy masterminds have found the perfect job: a place where they can apply their exceptional brainpower to solve the nation's crises, while also helping each other learn how to fit in.",Drama; Action; Thriller,2014,,"Jadyn Wong, Robert Patrick, Ari Stidham, Eddie Kaye Thomas, Elyes Gabel",7.3
https://www.tvmaze.com/shows/49/brooklyn-nine-nine,https://static.tvmaze.com/uploads/images/original_untouched/402/1007484.jpg,Brooklyn Nine-Nine,"Brooklyn Nine-Nine is an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. While based in the workplace, Brooklyn Nine-Nine is not really about the job – it's about the men and women behind the badge.",Comedy; Action; Crime,2013,,"Andy Samberg, Andre Braugher, Joe Lo Truglio, Stephanie Beatriz, Terry Crews",8.1
https://www.tvmaze.com/shows/59/chicago-fire,https://static.tvmaze.com/uploads/images/original_untouched/590/1475640.jpg,Chicago Fire,"No job is more stressful, dangerous or exhilarating than those of the Firefighters, Rescue Squad and Paramedics of Chicago Firehouse 51. These are the courageous men and women who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death. These are their stories.",Drama; Action,2012,,"Joe Miñoso, Christian Stolte, David Eigenberg, Taylor Kinney, Eamonn Walker",8.0
https://www.tvmaze.com/shows/60/ncis,https://static.tvmaze.com/uploads/images/original_untouched/591/1479851.jpg,NCIS,"NCIS (Naval Criminal Investigative Service) is more than just an action drama. With liberal doses of humor, it's a show that focuses on the sometimes complex and always amusing dynamics of a team forced to work together in high-stress situations. Leroy Jethro Gibbs, a former Marine gunnery sergeant, whose skills as an investigator are unmatched, leads this troupe of colorful personalities. Rounding out the team are Anthony DiNozzo, an ex-homicide detective whose instincts in the field are unparalleled and whose quick wit and humorous take on life make him a team favorite; the youthful and energetic forensic specialist Abby Sciuto, a talented scientist whose sharp mind matches her Goth style and eclectic tastes; Caitlin Todd, an ex-Secret Service Agent; and Timothy McGee, an MIT graduate whose brilliance with computers far overshadows his insecurities in the field; Assisting the team is medical examiner Dr. Donald ""Ducky"" Mallard, who knows it all because he's seen it all, and he's not afraid to let you know. From murder and espionage to terrorism and stolen submarines, these special agents travel the globe to investigate all crimes with Navy or Marine Corps ties.",Drama; Action; Crime,2003,,"Sean Murray, Mark Harmon, David McCallum, Pauley Perrette, Rocky Carroll",8.0
https://www.tvmaze.com/shows/72/ncis-los-angeles,https://static.tvmaze.com/uploads/images/original_untouched/444/1110924.jpg,NCIS: Los Angeles,"NCIS: Los Angeles is a drama about the high-stakes world of a division of NCIS that is charged with apprehending dangerous and elusive criminals that pose a threat to the nation's security. By assuming false identities and utilizing the most advanced technology, this team of highly-trained agents goes deep undercover, putting their lives on the line in the field to bring down their targets.",Drama; Action; Crime,2009,,"LL Cool J, Chris O'Donnell, Daniela Ruah, Eric Christian Olsen, Barrett Foa",7.9
https://www.tvmaze.com/shows/73/the-walking-dead,https://static.tvmaze.com/uploads/images/original_untouched/424/1061900.jpg,The Walking Dead,"The Walking Dead tells the story of the months and years that follow after a zombie apocalypse. It follows a group of survivors, led by former police officer Rick Grimes, who travel in search of a safe and secure home. As the world overrun by the dead takes its toll on the survivors, their interpersonal conflicts present a greater danger to their continuing survival than the walkers that roam the country. Over time, the characters are changed by the constant exposure to death and some grow willing to do anything to survive.Based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",Drama; Action; Horror,2010,,"Norman Reedus, Melissa McBride, Andrew Lincoln, Lauren Cohan, Christian Serratos",8.0
https://www.tvmaze.com/shows/74/hell-on-wheels,https://static.tvmaze.com/uploads/images/original_untouched/0/526.jpg,Hell on Wheels,"Hell on Wheels is an American Western television series about the construction of the First Transcontinental Railroad across the United States. The series follows the Union Pacific Railroad and its surveyors, laborers, prostitutes, mercenaries, and others who lived, worked and died in the mobile encampment called ""Hell on Wheels"" that followed the railhead west across the Great Plains. In particular, the story focuses on Cullen Bohannon, a former Confederate soldier who, while working as foreman and chief engineer on the railroad, initially attempts to track down the Union soldiers who murdered his wife and young son during the American Civil War.",Drama; Action; Western,2011,,"Anson Mount, Colm Meaney, Phil Burke, Robin McLeavy, Common",8.2
https://www.tvmaze.com/shows/76/sons-of-anarchy,https://static.tvmaze.com/uploads/images/original_untouched/495/1239905.jpg,Sons of Anarchy,"Sons of Anarchy is an American television drama series created by Kurt Sutter, about the lives of a close-knit outlaw motorcycle club operating in Charming, a fictional town in California's Central Valley. The show centers on protagonist Jackson ""Jax"" Teller (Charlie Hunnam), initially the vice president of the club, who begins questioning the club and himself.",Drama; Action; Crime,2008,,"Charlie Hunnam, Katey Sagal, Tommy Flanagan, Mark Boone Junior, Kim Coates",8.3
https://www.tvmaze.com/shows/94/defiance,https://static.tvmaze.com/uploads/images/original_untouched/0/700.jpg,Defiance,"Set on a future Earth, Defiance introduces players and viewers to a world where humans and aliens live together on a planet ravaged by decades of war and transformed by alien terra-forming machines. It centers on Jeb Nolan, the law-keeper in a bustling frontier boomtown that is one of the new world's few oasis of civility and inclusion. Nolan is a former Marine who fought in the alien conflict and suffered the loss of his wife and child in the war. The trauma transformed him into a lone wanderer in the wilds of this new and dangerous world.",Action; Adventure; Science-Fiction,2013,,"Grant Bowler, Julie Benz, Stephanie Leonidas, Jaime Murray, Tony Curran",7.8
https://www.tvmaze.com/shows/95/falling-skies,https://static.tvmaze.com/uploads/images/original_untouched/498/1246070.jpg,Falling Skies,"The series tells the story of the aftermath of a global invasion by several races of extraterrestrials that neutralizes the world's power grid and technology, quickly destroys the combined militaries of all the world's countries, and apparently kills over 90% of the human population within a few days.",Drama; Action; Science-Fiction,2011,,"Noah Wyle, Maxim Knight, Will Patton, Drew Roy, Sarah Carter",7.6
https://www.tvmaze.com/shows/104/dominion,https://static.tvmaze.com/uploads/images/original_untouched/0/775.jpg,Dominion,"Dominion is an epic supernatural drama set in the near future. Specifically, 25 years after ""The Extinction War,"" when an army of lower angels, assembled by the archangel Gabriel, waged war against mankind. The archangel Michael, turning against his own kind, chose to side with humanity. Rising out of the ashes of this long battle are newly fortified cities which protect human survivors. At the center of the series is the city of Vega, a glistening empire that has formed from the ruins of what was once Las Vegas.",Action; Adventure; Fantasy,2014,,"Tom Wisdom, Roxanne McKee, Christopher Egan, Anthony Stewart Head, Kim Engelbrecht",7.2
https://www.tvmaze.com/shows/105/from-dusk-till-dawn-the-series,https://static.tvmaze.com/uploads/images/original_untouched/70/176381.jpg,From Dusk Till Dawn: The Series,"From Dusk Till Dawn: The Series, based on the thrill-ride film of the same name, is a supernatural crime saga centered around bank robber, Seth Gecko and his violent, unpredictable brother, Richard ""Richie"" Gecko, who are wanted by the FBI and Texas Rangers Earl McGraw and Freddie Gonzalez after a bank heist leaves several people dead. While on the run to Mexico, Seth and Richie encounter former pastor Jacob Fuller and his family, whom they take hostage. Using the family RV to cross the border, chaos ensues when the group detours to a strip club that is populated by vampires. They are forced to fight until dawn in order to get out alive.",Action; Crime; Horror,2014,,"D.J. Cotrona, Zane Holtz, Jesse Garcia, Madison Davenport, Brandon Soo Hoo",6.6
https://www.tvmaze.com/shows/109/csi-crime-scene-investigation,https://static.tvmaze.com/uploads/images/original_untouched/501/1254955.jpg,CSI: Crime Scene Investigation,"CSI: Crime Scene Investigation is a drama about a team of forensic investigators trained to solve criminal cases by scouring the crime scene, collecting irrefutable evidence and finding the missing pieces that solve the mystery.",Drama; Action; Crime,2000,,"Eric Szmanda, George Eads, Robert David Hall, Paul Guilfoyle, Jorja Fox",8.1
https://www.tvmaze.com/shows/117/star-wars-rebels,https://static.tvmaze.com/uploads/images/original_untouched/353/884619.jpg,Star Wars: Rebels,"Star Wars Rebels, set five years before the events of Star Wars: Episode IV - A New Hope, tells the story of the Rebellion's beginnings while the Empire spreads tyranny through the galaxy.",Action; Adventure; Science-Fiction,2014,,"Taylor Gray, Vanessa Marshall, Steve Blum, Freddie Prinze, Jr., Tiya Sircar",7.9
https://www.tvmaze.com/shows/122/nikita,https://static.tvmaze.com/uploads/images/original_untouched/545/1362913.jpg,Nikita,"When she was a deeply troubled teenager, Nikita was rescued from death row by a secret U.S. agency known only as Division, who trained her as a spy and assassin. Nikita was eventually betrayed by the only people she thought she could trust. Now, after three years in hiding, Nikita is seeking retribution and making it clear to her former boss, Percy and her former friends Michael and Birkhoff that she will stop at nothing to expose and destroy their covert operation.",Drama; Action; Crime,2010,,"Maggie Q, Shane West, Lyndsy Fonseca, Aaron Stanford, Melinda Clarke",7.8
https://www.tvmaze.com/shows/134/heroes,https://static.tvmaze.com/uploads/images/original_untouched/0/1904.jpg,Heroes,"This epic chronicles the lives of ordinary people who discover they possess extraordinary abilities. As a total eclipse casts a shadow across the globe, viewers follow a genetics professor in India whose father's disappearance leads him to uncover a secret theory—there are people with super powers living among us. A young dreamer tries to convince his politician brother that he can fly. A high school cheerleader learns that she is totally indestructible. A Las Vegas stripper, struggling to make ends meet to support her young son, uncovers that her mirror image has a secret. A prison inmate mysteriously finds himself waking up outside of his cell. A gifted artist, whose drug addiction is destroying his life and the relationship with his girlfriend, can paint the future. A down-on-his-luck beat cop can hear people's thoughts, including the secrets of a captured terrorist. In Japan, a young man develops a way to stop time through sheer will power. Their ultimate destiny is nothing less than saving the world.",Drama; Action; Science-Fiction,2006,,"Jack Coleman, Hayden Panettiere, Milo Ventimiglia, Masi Oka, Sendhil Ramamurthy",7.7
https://www.tvmaze.com/shows/152/ray-donovan,https://static.tvmaze.com/uploads/images/original_untouched/212/531511.jpg,Ray Donovan,"Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players as the go-to guy who makes the problems of the city's celebrities, superstar athletes, and business moguls disappear. This powerful drama unfolds when his father is unexpectedly released from prison, setting off a chain of events that shakes the Donovan family to its core.",Drama; Action; Crime,2013,,"Liev Schreiber, Jon Voight, Eddie Marsan, Kerris Dorsey, Dash Mihok",8.1
https://www.tvmaze.com/shows/155/beauty-the-beast,https://static.tvmaze.com/uploads/images/original_untouched/0/2128.jpg,Beauty & the Beast,"Detective Catherine Chandler is a smart, no-nonsense homicide detective. When she was a teenager, she witnessed the murder of her mother at the hands of two gunmen and herself was saved by someone – or something. Years have passed and while investigating a murder, Catherine discovers a clue that leads her to Vincent Keller, who was reportedly killed in 2002. Catherine learns that Vincent is actually still alive and that it was he who saved her many years before. For mysterious reasons that have forced him to live outside of traditional society, Vincent has been in hiding for the past 10 years to guard his secret – when he is enraged, he becomes a terrifying beast, unable to control his super-strength and heightened senses.",Action; Romance; Science-Fiction,2012,,"Kristin Kreuk, Nina Lisandrello, Jay Ryan, Austin Basis, Nicole Gale Anderson",7.4
https://www.tvmaze.com/shows/158/fringe,https://static.tvmaze.com/uploads/images/original_untouched/0/2245.jpg,Fringe,"When an international flight lands at Boston's Logan Airport and the passengers and crew have all died grisly deaths, FBI Special Agent Olivia Dunham is called in to investigate. After her partner is nearly killed during the investigation, a desperate Olivia searches frantically for someone to help, leading her to Dr. Walter Bishop, our generation's Einstein. There's only one catch: he's been institutionalized for the last twenty years, and the only way to question him requires pulling his estranged son Peter in to help. When Olivia's investigation leads her to a manipulative corporate executive, she and her team will discover that what happened on Flight 627 is only a small piece of a larger, more shocking truth and will explore the blurring line between the possible and the impossible.",Drama; Action; Science-Fiction,2008,,"John Noble, Joshua Jackson, Anna Torv, Jasika Nicole, Lance Reddick",8.6
https://www.tvmaze.com/shows/163/human-target,https://static.tvmaze.com/uploads/images/original_untouched/42/106702.jpg,Human Target,"Christopher Chance is a unique private contractor/security expert/bodyguard hired when an unusual or imminent threat cannot be solved through normal means of protection. Chance works with his business partner and trusted friend, Winston, and hired gun, Guerrero, to integrate himself completely into his clients' lives and eliminate the threat by becoming the Human Target.",Action; Adventure; Crime,2010,,"Mark Valley, Chi McBride, Jackie Earle Haley, Indira Varma, Janet Montgomery",8.0
https://www.tvmaze.com/shows/164/banshee,https://static.tvmaze.com/uploads/images/original_untouched/504/1260183.jpg,Banshee,"Banshee stars Antony Starr as Lucas Hood, an ex-con and master thief who assumes the identity of the sheriff of Banshee, Pennsylvania, where he continues his criminal activities, even as he's hunted by the shadowy gangsters he betrayed years earlier.",Drama; Action; Crime,2013,,"Antony Starr, Ulrich Thomsen, Ivana Miličević, Matt Servitto, Frankie Faison",8.6
https://www.tvmaze.com/shows/165/bionic-woman,https://static.tvmaze.com/uploads/images/original_untouched/0/2303.jpg,Bionic Woman,"When a devastating car accident leaves Jaime Sommer at death's door, her only hope of survival is a cutting-edge, top-secret technology performed by her boyfriend, Dr. Will Anthros and with her new bionics come a covert life that she is not sure she is ready to lead.",Action; Science-Fiction,2007,,"Michelle Ryan, Miguel Ferrer, Molly Price, Lucy Hale, Will Yun Lee",6.4
https://www.tvmaze.com/shows/167/24,https://static.tvmaze.com/uploads/images/original_untouched/0/2330.jpg,24,"Jack Bauer, agent of CTU (Counter Terrorist Unit) faces threats against his country and himself in this action packed show. Each season contains of one day, each episode shows one hour of Jack Bauer's day. 24 is the only action show in real time and gained a lot of fans during the years with this concept.",Drama; Action; Thriller,2001,,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard, Dennis Haysbert, Elisha Cuthbert",8.3
https://www.tvmaze.com/shows/168/chuck,https://static.tvmaze.com/uploads/images/original_untouched/0/2385.jpg,Chuck,"Chuck Bartowski is a computer geek that gets catapulted into a new career as the government's most vital secret agent. When Chuck opens an e-mail subliminally encoded with government secrets, he unwittingly downloads an entire server of sensitive data into his brain. With the government's most precious secrets in Chuck's head, Major John Casey of the National Security Agency assumes the responsibility of protecting him. His partner is the CIA's top agent, Sarah Walker.",Drama; Comedy; Action,2007,,"Zachary Levi, Yvonne Strahovski, Adam Baldwin, Joshua Gomez, Vik Sahay",8.3
https://www.tvmaze.com/shows/178/the-legend-of-korra,https://static.tvmaze.com/uploads/images/original_untouched/260/650489.jpg,The Legend of Korra,Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.,Action; Adventure; Fantasy,2012,,"Janet Varney, P.J. Byrne, David Faustino, J.K. Simmons, Seychelle Gabriel",8.1
https://www.tvmaze.com/shows/182/black-sails,https://static.tvmaze.com/uploads/images/original_untouched/501/1253514.jpg,Black Sails,"1715. The Golden Age of Piracy. New Providence Island is a lawless territory, controlled by history's most notorious pirate captains. The most feared is Captain Flint.As the British Navy returns to redeem their land and exterminate Flint and his crew, another side of him emerges. Captain Flint aligns himself with Eleanor Guthrie, daughter of the local kingpin, to hunt the ultimate prize and ensure their survival.Many opponents stand in their way: rival captains, jealous of Flint's power; Eleanor's ambitious and intrusive father; and a young sailor recently recruited onto Flint's crew, John Silver, who constantly undermines his captain's agenda.",Drama; Action; Adventure,2014,,"Toby Stephens, Luke Arnold, Toby Schmitz, Jessica Parker Kennedy, Clara Paget",8.4
https://www.tvmaze.com/shows/187/intelligence,https://static.tvmaze.com/uploads/images/original_untouched/1/2715.jpg,Intelligence,"Intelligence is a dramatic thriller about a high-tech intelligence operative enhanced with a super-computer microchip in his brain. With this implant, Gabriel Vaughn is the first human ever to be connected directly into the worldwide information grid and have complete access to Internet, WiFi, telephone and satellite data. He can hack into any data center and access key Intel in the fight to protect the United States from its enemies. Leading the elite government cyber-security agency created to support him is Director Lillian Strand, a straightforward and efficient boss who oversees the unit's missions. Strand assigns Riley Neal, a Secret Service agent, to protect Gabriel from outside threats, as well as from his appetite for reckless, unpredictable behavior and disregard for protocol. Other skilled members of the Cybercom team include Chris Jameson and Gonzalo ""Gonzo"" Rodriguez two resourceful federal investigators. The brains behind the design of the chip is Dr. Shenendoah Cassidy, whose son, Nelson is jealous of Gabriel's prominent place in his father's life. As the first supercomputer with a beating heart, Gabriel is the most valuable piece of technology the country has ever created and is the U.S.'s secret weapon.",Action; Science-Fiction,2014,,"Josh Holloway, Meghan Ory, Michael Rady, Marg Helgenberger, John Billingsley",6.6
https://www.tvmaze.com/shows/188/believe,https://static.tvmaze.com/uploads/images/original_untouched/51/127824.jpg,Believe,"Levitation, telekinesis, the ability to control nature and even predict the future... Since she was 2 years old, Bo has had gifts she could neither fully understand, nor control. Raised by a small group known as the ""True Believers,"" the orphaned girl has been safeguarded from harmful outsiders who would use her forces for personal gain. But now that she is 10, her powers have become stronger and the threat has grown more dangerous. With her life and future now in jeopardy, the ""Believers"" turn to the only person they see fit to be her full-time protector. That is, once they break him out of jail. Tate, a wrongfully imprisoned death row inmate who's lost his will, is initially reluctant until he witnesses one of her extraordinary abilities. Bo sees people for who they truly are... and who they may become. Tate and Bo begin their journey, one in which trust must be earned. Traveling from city to city, every place they stop and everyone they meet will be changed forever. But they'll have to keep going to stay one step ahead of the sinister forces after Bo's power... because it will take a miracle to keep them safe forever.",Drama; Action; Fantasy,2014,,"Jake McLaughlin, Johnny Sequoyah, Jamie Chung, Kyle MacLachlan, Delroy Lindo",7.4
https://www.tvmaze.com/shows/190/crisis,https://static.tvmaze.com/uploads/images/original_untouched/1/2786.jpg,Crisis,"It's field trip day for the students of Ballard High School, a place that educates the children of Washington, D.C.'s elite, top-of-their-industry CEOs, international diplomats, political power players and even the president's son. But when their bus is ambushed on a secluded rural road, the teenagers and their chaperones are taken, igniting a national crisis. Now with some of the country's most powerful parents at the mercy of one vengeful mastermind, the question arises: How far would you go and what would you become to ensure your child's safe return? With so many parents and dignitaries put into play with nowhere to turn and no one to trust, this unthinkable scenario grows from the select families at risk to an entire nation at stake.",Drama; Action; Thriller,2014,,"Dermot Mulroney, Lance Gross, MAX, Michael Beach, Rachael Taylor",7.1
